UserID,UserNo,IP Address,Date Ended,Q1.1. CQC number,Q4.1. Number of Devices,Q7.1. Not enough tablet devices for staff to use for this purpose,Q7.2. Our tablet devices are not good enough (ie they're too old / slow / do not have the right features),Q7.3. Our tablets are reserved for - or locked down to - other things and cannot be used for remote consultations,(CQC)_Care home beds
140005216,5217,111.111.11.5227,44092,1-1000005216,2,FALSE,FALSE,FALSE,35
140005217,5218,111.111.11.5228,44092,1-1000005217,1,TRUE,FALSE,FALSE,19
140005218,5219,111.111.11.5229,44092,1-1000005218,2,TRUE,TRUE,FALSE,24
140005219,5220,111.111.11.5230,44092,1-1000005219,None,TRUE,FALSE,TRUE,48
140005220,5221,111.111.11.5231,44092,1-1000005220,3,TRUE,FALSE,TRUE,99
140005221,5222,111.111.11.5232,44092,1-1000005221,4+,FALSE,FALSE,FALSE,66
140005222,5223,111.111.11.5233,44092,1-1000005222,1,TRUE,TRUE,TRUE,56
140005223,5224,111.111.11.5234,44092,1-1000005223,None,TRUE,TRUE,FALSE,48
140005224,5225,111.111.11.5235,44092,1-1000005224,2,FALSE,TRUE,FALSE,34
140005225,5226,111.111.11.5236,44092,1-1000005225,4+,FALSE,FALSE,FALSE,77
140005226,5227,111.111.11.5237,44092,1-1000005226,1,TRUE,TRUE,TRUE,4
140005227,5228,111.111.11.5238,44092,1-1000005227,4+,FALSE,TRUE,TRUE,10
140005228,5229,111.111.11.5239,44092,1-1000005228,4+,TRUE,TRUE,FALSE,26
140005229,5230,111.111.11.5240,44092,1-1000005229,4+,FALSE,FALSE,FALSE,17
140005230,5231,111.111.11.5241,44092,1-1000005230,None,FALSE,TRUE,TRUE,81
140005231,5232,111.111.11.5242,44092,1-1000005231,1,TRUE,FALSE,TRUE,65
140005232,5233,111.111.11.5243,44092,1-1000005232,2,FALSE,FALSE,FALSE,75
140005233,5234,111.111.11.5244,44092,1-1000005233,4+,TRUE,TRUE,TRUE,26
140005234,5235,111.111.11.5245,44092,1-1000005234,None,TRUE,TRUE,FALSE,74
140005235,5236,111.111.11.5246,44092,1-1000005235,3,TRUE,FALSE,TRUE,97
140005236,5237,111.111.11.5247,44092,1-1000005236,1,FALSE,TRUE,FALSE,95
140005237,5238,111.111.11.5248,44092,1-1000005237,2,FALSE,FALSE,FALSE,71
140005238,5239,111.111.11.5249,44092,1-1000005238,4+,TRUE,TRUE,TRUE,74
140005239,5240,111.111.11.5250,44092,1-1000005239,3,FALSE,TRUE,TRUE,90
140005240,5241,111.111.11.5251,44092,1-1000005240,None,FALSE,TRUE,TRUE,10
140005241,5242,111.111.11.5252,44092,1-1000005241,4+,FALSE,FALSE,TRUE,56
140005242,5243,111.111.11.5253,44092,1-1000005242,1,FALSE,TRUE,TRUE,76
140005243,5244,111.111.11.5254,44092,1-1000005243,2,TRUE,FALSE,TRUE,98
140005244,5245,111.111.11.5255,44092,1-1000005244,None,TRUE,FALSE,TRUE,9
140005245,5246,111.111.11.5256,44092,1-1000005245,3,TRUE,FALSE,FALSE,3
140005246,5247,111.111.11.5257,44092,1-1000005246,1,TRUE,TRUE,TRUE,50
140005247,5248,111.111.11.5258,44092,1-1000005247,3,TRUE,TRUE,TRUE,35
140005248,5249,111.111.11.5259,44092,1-1000005248,None,FALSE,TRUE,FALSE,96
140005249,5250,111.111.11.5260,44092,1-1000005249,3,FALSE,FALSE,TRUE,61
140005250,5251,111.111.11.5261,44092,1-1000005250,2,FALSE,TRUE,FALSE,57
140005251,5252,111.111.11.5262,44092,1-1000005251,None,FALSE,FALSE,TRUE,34
140005252,5253,111.111.11.5263,44092,1-1000005252,2,FALSE,FALSE,FALSE,75
140005253,5254,111.111.11.5264,44092,1-1000005253,4+,TRUE,FALSE,TRUE,56
140005254,5255,111.111.11.5265,44092,1-1000005254,4+,TRUE,TRUE,TRUE,0
140005255,5256,111.111.11.5266,44092,1-1000005255,2,TRUE,FALSE,FALSE,6
140005256,5257,111.111.11.5267,44092,1-1000005256,4+,TRUE,TRUE,TRUE,53
140005257,5258,111.111.11.5268,44092,1-1000005257,2,TRUE,FALSE,FALSE,52
140005258,5259,111.111.11.5269,44092,1-1000005258,3,TRUE,TRUE,FALSE,65
140005259,5260,111.111.11.5270,44092,1-1000005259,4+,FALSE,TRUE,TRUE,58
140005260,5261,111.111.11.5271,44092,1-1000005260,2,TRUE,FALSE,TRUE,78
140005261,5262,111.111.11.5272,44092,1-1000005261,1,TRUE,TRUE,FALSE,52
140005262,5263,111.111.11.5273,44092,1-1000005262,1,FALSE,FALSE,TRUE,98
140005263,5264,111.111.11.5274,44092,1-1000005263,None,FALSE,TRUE,FALSE,73
140005264,5265,111.111.11.5275,44092,1-1000005264,1,TRUE,TRUE,TRUE,8
140005265,5266,111.111.11.5276,44092,1-1000005265,None,FALSE,TRUE,FALSE,81
140005266,5267,111.111.11.5277,44092,1-1000005266,1,FALSE,TRUE,FALSE,22
140005267,5268,111.111.11.5278,44092,1-1000005267,None,FALSE,TRUE,FALSE,42
140005268,5269,111.111.11.5279,44092,1-1000005268,3,TRUE,TRUE,TRUE,57
140005269,5270,111.111.11.5280,44092,1-1000005269,None,TRUE,TRUE,TRUE,42
140005270,5271,111.111.11.5281,44092,1-1000005270,3,TRUE,TRUE,FALSE,95
140005271,5272,111.111.11.5282,44092,1-1000005271,3,TRUE,TRUE,TRUE,61
140005272,5273,111.111.11.5283,44092,1-1000005272,3,TRUE,TRUE,FALSE,21
140005273,5274,111.111.11.5284,44092,1-1000005273,None,FALSE,FALSE,FALSE,44
140005274,5275,111.111.11.5285,44092,1-1000005274,None,TRUE,TRUE,TRUE,45
140005275,5276,111.111.11.5286,44092,1-1000005275,4+,TRUE,FALSE,FALSE,54
140005276,5277,111.111.11.5287,44092,1-1000005276,1,TRUE,TRUE,TRUE,34
140005277,5278,111.111.11.5288,44092,1-1000005277,4+,TRUE,FALSE,TRUE,54
140005278,5279,111.111.11.5289,44092,1-1000005278,4+,TRUE,FALSE,FALSE,75
140005279,5280,111.111.11.5290,44092,1-1000005279,1,FALSE,FALSE,FALSE,10
140005280,5281,111.111.11.5291,44092,1-1000005280,None,FALSE,FALSE,TRUE,59
140005281,5282,111.111.11.5292,44092,1-1000005281,2,FALSE,TRUE,FALSE,81
140005282,5283,111.111.11.5293,44092,1-1000005282,3,TRUE,FALSE,TRUE,10
140005283,5284,111.111.11.5294,44092,1-1000005283,3,TRUE,FALSE,TRUE,1
140005284,5285,111.111.11.5295,44092,1-1000005284,1,TRUE,FALSE,TRUE,99
140005285,5286,111.111.11.5296,44092,1-1000005285,1,TRUE,TRUE,TRUE,22
140005286,5287,111.111.11.5297,44092,1-1000005286,4+,FALSE,TRUE,FALSE,76
140005287,5288,111.111.11.5298,44092,1-1000005287,1,FALSE,TRUE,TRUE,91
140005288,5289,111.111.11.5299,44092,1-1000005288,1,TRUE,TRUE,FALSE,48
140005289,5290,111.111.11.5300,44092,1-1000005289,4+,TRUE,FALSE,TRUE,48
140005290,5291,111.111.11.5301,44092,1-1000005290,4+,FALSE,FALSE,TRUE,77
140005291,5292,111.111.11.5302,44092,1-1000005291,3,FALSE,FALSE,TRUE,85
140005292,5293,111.111.11.5303,44092,1-1000005292,2,FALSE,TRUE,FALSE,51
140005293,5294,111.111.11.5304,44092,1-1000005293,4+,TRUE,FALSE,FALSE,4
140005294,5295,111.111.11.5305,44092,1-1000005294,None,TRUE,TRUE,FALSE,27
140005295,5296,111.111.11.5306,44092,1-1000005295,None,TRUE,FALSE,TRUE,35
140005296,5297,111.111.11.5307,44092,1-1000005296,2,FALSE,TRUE,TRUE,61
140005297,5298,111.111.11.5308,44092,1-1000005297,3,TRUE,TRUE,TRUE,81
140005298,5299,111.111.11.5309,44092,1-1000005298,2,TRUE,TRUE,TRUE,12
140005299,5300,111.111.11.5310,44092,1-1000005299,1,FALSE,FALSE,TRUE,31
140005300,5301,111.111.11.5311,44092,1-1000005300,4+,TRUE,FALSE,TRUE,94
140005301,5302,111.111.11.5312,44092,1-1000005301,3,TRUE,TRUE,FALSE,94
140005302,5303,111.111.11.5313,44092,1-1000005302,4+,TRUE,TRUE,TRUE,35
140005303,5304,111.111.11.5314,44092,1-1000005303,3,TRUE,FALSE,FALSE,55
140005304,5305,111.111.11.5315,44092,1-1000005304,2,FALSE,TRUE,FALSE,42
140005305,5306,111.111.11.5316,44092,1-1000005305,2,FALSE,TRUE,TRUE,59
140005306,5307,111.111.11.5317,44092,1-1000005306,None,FALSE,FALSE,TRUE,37
140005307,5308,111.111.11.5318,44092,1-1000005307,1,TRUE,FALSE,TRUE,57
140005308,5309,111.111.11.5319,44092,1-1000005308,2,FALSE,TRUE,FALSE,56
140005309,5310,111.111.11.5320,44092,1-1000005309,2,TRUE,FALSE,FALSE,35
140005310,5311,111.111.11.5321,44092,1-1000005310,1,TRUE,FALSE,FALSE,100
140005311,5312,111.111.11.5322,44092,1-1000005311,2,FALSE,TRUE,TRUE,35
140005312,5313,111.111.11.5323,44092,1-1000005312,None,FALSE,TRUE,FALSE,88
140005313,5314,111.111.11.5324,44092,1-1000005313,None,TRUE,FALSE,FALSE,74
140005314,5315,111.111.11.5325,44092,1-1000005314,3,FALSE,TRUE,FALSE,81
140005315,5316,111.111.11.5326,44092,1-1000005315,4+,FALSE,TRUE,TRUE,99
140005316,5317,111.111.11.5327,44092,1-1000005316,3,FALSE,TRUE,FALSE,58
140005317,5318,111.111.11.5328,44092,1-1000005317,1,TRUE,FALSE,TRUE,37
140005318,5319,111.111.11.5329,44092,1-1000005318,1,TRUE,FALSE,FALSE,98
140005319,5320,111.111.11.5330,44092,1-1000005319,4+,TRUE,TRUE,FALSE,87
140005320,5321,111.111.11.5331,44092,1-1000005320,3,FALSE,FALSE,FALSE,31
140005321,5322,111.111.11.5332,44092,1-1000005321,None,TRUE,FALSE,TRUE,89
140005322,5323,111.111.11.5333,44092,1-1000005322,2,FALSE,FALSE,FALSE,44
140005323,5324,111.111.11.5334,44092,1-1000005323,4+,TRUE,TRUE,FALSE,15
140005324,5325,111.111.11.5335,44092,1-1000005324,3,TRUE,FALSE,FALSE,11
140005325,5326,111.111.11.5336,44092,1-1000005325,None,TRUE,FALSE,TRUE,24
140005326,5327,111.111.11.5337,44092,1-1000005326,4+,FALSE,FALSE,TRUE,94
140005327,5328,111.111.11.5338,44092,1-1000005327,2,TRUE,TRUE,FALSE,47
140005328,5329,111.111.11.5339,44092,1-1000005328,None,TRUE,FALSE,TRUE,98
140005329,5330,111.111.11.5340,44092,1-1000005329,3,FALSE,TRUE,FALSE,10
140005330,5331,111.111.11.5341,44092,1-1000005330,1,TRUE,FALSE,TRUE,81
140005331,5332,111.111.11.5342,44092,1-1000005331,3,FALSE,TRUE,TRUE,81
140005332,5333,111.111.11.5343,44092,1-1000005332,None,FALSE,TRUE,FALSE,12
140005333,5334,111.111.11.5344,44092,1-1000005333,4+,FALSE,FALSE,TRUE,72
140005334,5335,111.111.11.5345,44092,1-1000005334,None,TRUE,FALSE,FALSE,28
140005335,5336,111.111.11.5346,44092,1-1000005335,4+,FALSE,TRUE,TRUE,57
140005336,5337,111.111.11.5347,44092,1-1000005336,None,TRUE,TRUE,FALSE,49
140005337,5338,111.111.11.5348,44092,1-1000005337,1,FALSE,TRUE,FALSE,77
140005338,5339,111.111.11.5349,44092,1-1000005338,4+,TRUE,FALSE,TRUE,67
140005339,5340,111.111.11.5350,44092,1-1000005339,4+,FALSE,FALSE,TRUE,62
140005340,5341,111.111.11.5351,44092,1-1000005340,2,FALSE,TRUE,FALSE,68
140005341,5342,111.111.11.5352,44092,1-1000005341,1,FALSE,FALSE,FALSE,25
140005342,5343,111.111.11.5353,44092,1-1000005342,4+,TRUE,TRUE,TRUE,31
140005343,5344,111.111.11.5354,44092,1-1000005343,1,TRUE,TRUE,TRUE,38
140005344,5345,111.111.11.5355,44092,1-1000005344,3,FALSE,FALSE,FALSE,7
140005345,5346,111.111.11.5356,44092,1-1000005345,2,FALSE,TRUE,TRUE,22
140005346,5347,111.111.11.5357,44092,1-1000005346,1,TRUE,TRUE,FALSE,17
140005347,5348,111.111.11.5358,44092,1-1000005347,2,TRUE,TRUE,TRUE,14
140005348,5349,111.111.11.5359,44092,1-1000005348,None,TRUE,TRUE,FALSE,95
140005349,5350,111.111.11.5360,44092,1-1000005349,3,FALSE,TRUE,TRUE,20
140005350,5351,111.111.11.5361,44092,1-1000005350,3,TRUE,FALSE,FALSE,21
140005351,5352,111.111.11.5362,44092,1-1000005351,4+,FALSE,FALSE,TRUE,35
140005352,5353,111.111.11.5363,44092,1-1000005352,3,FALSE,TRUE,FALSE,35
140005353,5354,111.111.11.5364,44092,1-1000005353,2,TRUE,TRUE,FALSE,23
140005354,5355,111.111.11.5365,44092,1-1000005354,2,TRUE,TRUE,TRUE,59
140005355,5356,111.111.11.5366,44092,1-1000005355,None,FALSE,FALSE,FALSE,79
140005356,5357,111.111.11.5367,44092,1-1000005356,3,FALSE,FALSE,FALSE,93
140005357,5358,111.111.11.5368,44092,1-1000005357,None,TRUE,FALSE,TRUE,74
140005358,5359,111.111.11.5369,44092,1-1000005358,4+,TRUE,FALSE,FALSE,55
140005359,5360,111.111.11.5370,44092,1-1000005359,4+,FALSE,FALSE,FALSE,62
140005360,5361,111.111.11.5371,44092,1-1000005360,4+,FALSE,TRUE,FALSE,28
140005361,5362,111.111.11.5372,44092,1-1000005361,4+,FALSE,TRUE,FALSE,36
140005362,5363,111.111.11.5373,44092,1-1000005362,4+,FALSE,FALSE,FALSE,70
140005363,5364,111.111.11.5374,44092,1-1000005363,2,FALSE,FALSE,TRUE,7
140005364,5365,111.111.11.5375,44092,1-1000005364,None,FALSE,FALSE,TRUE,81
140005365,5366,111.111.11.5376,44092,1-1000005365,2,FALSE,FALSE,TRUE,19
140005366,5367,111.111.11.5377,44092,1-1000005366,None,TRUE,FALSE,TRUE,36
140005367,5368,111.111.11.5378,44092,1-1000005367,2,FALSE,TRUE,TRUE,35
140005368,5369,111.111.11.5379,44092,1-1000005368,1,TRUE,TRUE,TRUE,72
140005369,5370,111.111.11.5380,44092,1-1000005369,None,TRUE,TRUE,FALSE,57
140005370,5371,111.111.11.5381,44092,1-1000005370,1,FALSE,TRUE,FALSE,100
140005371,5372,111.111.11.5382,44092,1-1000005371,3,FALSE,TRUE,TRUE,31
140005372,5373,111.111.11.5383,44092,1-1000005372,1,TRUE,FALSE,FALSE,59
140005373,5374,111.111.11.5384,44092,1-1000005373,None,FALSE,FALSE,TRUE,62
140005374,5375,111.111.11.5385,44092,1-1000005374,2,FALSE,FALSE,FALSE,28
140005375,5376,111.111.11.5386,44092,1-1000005375,3,TRUE,TRUE,FALSE,16
140005376,5377,111.111.11.5387,44092,1-1000005376,4+,TRUE,TRUE,TRUE,59
140005377,5378,111.111.11.5388,44092,1-1000005377,3,TRUE,TRUE,FALSE,86
140005378,5379,111.111.11.5389,44092,1-1000005378,2,TRUE,TRUE,FALSE,39
140005379,5380,111.111.11.5390,44092,1-1000005379,2,TRUE,FALSE,FALSE,93
140005380,5381,111.111.11.5391,44092,1-1000005380,3,TRUE,TRUE,FALSE,69
140005381,5382,111.111.11.5392,44092,1-1000005381,2,TRUE,FALSE,FALSE,95
140005382,5383,111.111.11.5393,44092,1-1000005382,None,TRUE,FALSE,FALSE,51
140005383,5384,111.111.11.5394,44092,1-1000005383,None,TRUE,FALSE,TRUE,95
140005384,5385,111.111.11.5395,44092,1-1000005384,3,TRUE,FALSE,TRUE,48
140005385,5386,111.111.11.5396,44092,1-1000005385,4+,TRUE,TRUE,TRUE,78
140005386,5387,111.111.11.5397,44092,1-1000005386,1,TRUE,TRUE,TRUE,56
140005387,5388,111.111.11.5398,44092,1-1000005387,4+,TRUE,TRUE,FALSE,23
140005388,5389,111.111.11.5399,44092,1-1000005388,1,FALSE,TRUE,TRUE,58
140005389,5390,111.111.11.5400,44092,1-1000005389,3,TRUE,TRUE,TRUE,46
140005390,5391,111.111.11.5401,44092,1-1000005390,3,FALSE,TRUE,FALSE,14
140005391,5392,111.111.11.5402,44092,1-1000005391,None,TRUE,FALSE,TRUE,17
140005392,5393,111.111.11.5403,44092,1-1000005392,4+,FALSE,FALSE,TRUE,10
140005393,5394,111.111.11.5404,44092,1-1000005393,3,FALSE,TRUE,TRUE,56
140005394,5395,111.111.11.5405,44092,1-1000005394,None,FALSE,TRUE,TRUE,18
140005395,5396,111.111.11.5406,44092,1-1000005395,2,FALSE,FALSE,FALSE,29
140005396,5397,111.111.11.5407,44092,1-1000005396,1,FALSE,FALSE,TRUE,61
140005397,5398,111.111.11.5408,44092,1-1000005397,4+,TRUE,FALSE,FALSE,22
140005398,5399,111.111.11.5409,44092,1-1000005398,2,FALSE,FALSE,TRUE,10
140005399,5400,111.111.11.5410,44092,1-1000005399,1,FALSE,FALSE,FALSE,76
140005400,5401,111.111.11.5411,44092,1-1000005400,4+,FALSE,FALSE,TRUE,5
140005401,5402,111.111.11.5412,44092,1-1000005401,4+,TRUE,FALSE,FALSE,1
140005402,5403,111.111.11.5413,44092,1-1000005402,3,TRUE,TRUE,TRUE,28
140005403,5404,111.111.11.5414,44092,1-1000005403,2,TRUE,FALSE,TRUE,66
140005404,5405,111.111.11.5415,44092,1-1000005404,1,TRUE,TRUE,TRUE,21
140005405,5406,111.111.11.5416,44092,1-1000005405,3,FALSE,FALSE,TRUE,20
140005406,5407,111.111.11.5417,44092,1-1000005406,None,TRUE,FALSE,FALSE,11
140005407,5408,111.111.11.5418,44092,1-1000005407,2,TRUE,FALSE,FALSE,38
140005408,5409,111.111.11.5419,44092,1-1000005408,None,TRUE,FALSE,FALSE,45
140005409,5410,111.111.11.5420,44092,1-1000005409,2,FALSE,TRUE,FALSE,15
140005410,5411,111.111.11.5421,44092,1-1000005410,3,FALSE,TRUE,FALSE,57
140005411,5412,111.111.11.5422,44092,1-1000005411,3,TRUE,TRUE,FALSE,16
140005412,5413,111.111.11.5423,44092,1-1000005412,None,TRUE,FALSE,FALSE,44
140005413,5414,111.111.11.5424,44092,1-1000005413,3,FALSE,TRUE,FALSE,26
140005414,5415,111.111.11.5425,44092,1-1000005414,3,TRUE,TRUE,TRUE,79
140005415,5416,111.111.11.5426,44092,1-1000005415,1,FALSE,TRUE,TRUE,36
140005416,5417,111.111.11.5427,44092,1-1000005416,None,TRUE,TRUE,TRUE,58
140005417,5418,111.111.11.5428,44092,1-1000005417,None,TRUE,TRUE,FALSE,68
140005418,5419,111.111.11.5429,44092,1-1000005418,None,TRUE,TRUE,FALSE,44
140005419,5420,111.111.11.5430,44092,1-1000005419,4+,FALSE,FALSE,FALSE,24
140005420,5421,111.111.11.5431,44092,1-1000005420,4+,FALSE,FALSE,TRUE,55
140005421,5422,111.111.11.5432,44092,1-1000005421,None,FALSE,FALSE,TRUE,18
140005422,5423,111.111.11.5433,44092,1-1000005422,4+,FALSE,FALSE,FALSE,100
140005423,5424,111.111.11.5434,44092,1-1000005423,1,FALSE,FALSE,TRUE,70
140005424,5425,111.111.11.5435,44092,1-1000005424,2,TRUE,FALSE,TRUE,95
140005425,5426,111.111.11.5436,44092,1-1000005425,4+,TRUE,TRUE,TRUE,60
140005426,5427,111.111.11.5437,44092,1-1000005426,4+,FALSE,FALSE,TRUE,62
140005427,5428,111.111.11.5438,44092,1-1000005427,4+,TRUE,FALSE,TRUE,99
140005428,5429,111.111.11.5439,44092,1-1000005428,4+,FALSE,TRUE,FALSE,38
140005429,5430,111.111.11.5440,44092,1-1000005429,1,TRUE,TRUE,FALSE,51
140005430,5431,111.111.11.5441,44092,1-1000005430,1,TRUE,FALSE,FALSE,33
140005431,5432,111.111.11.5442,44092,1-1000005431,None,FALSE,FALSE,TRUE,74
140005432,5433,111.111.11.5443,44092,1-1000005432,None,FALSE,TRUE,FALSE,54
140005433,5434,111.111.11.5444,44092,1-1000005433,None,TRUE,FALSE,TRUE,100
140005434,5435,111.111.11.5445,44092,1-1000005434,2,TRUE,TRUE,TRUE,57
140005435,5436,111.111.11.5446,44092,1-1000005435,None,TRUE,FALSE,FALSE,35
140005436,5437,111.111.11.5447,44092,1-1000005436,3,FALSE,FALSE,TRUE,22
140005437,5438,111.111.11.5448,44092,1-1000005437,None,FALSE,TRUE,FALSE,81
140005438,5439,111.111.11.5449,44092,1-1000005438,None,FALSE,TRUE,FALSE,57
140005439,5440,111.111.11.5450,44092,1-1000005439,2,TRUE,TRUE,FALSE,35
140005440,5441,111.111.11.5451,44092,1-1000005440,4+,FALSE,TRUE,FALSE,46
140005441,5442,111.111.11.5452,44092,1-1000005441,1,TRUE,FALSE,TRUE,2
140005442,5443,111.111.11.5453,44092,1-1000005442,3,FALSE,TRUE,TRUE,93
140005443,5444,111.111.11.5454,44092,1-1000005443,None,FALSE,TRUE,TRUE,69
140005444,5445,111.111.11.5455,44092,1-1000005444,None,FALSE,FALSE,TRUE,2
140005445,5446,111.111.11.5456,44092,1-1000005445,2,FALSE,FALSE,FALSE,25
140005446,5447,111.111.11.5457,44092,1-1000005446,3,TRUE,FALSE,TRUE,9
140005447,5448,111.111.11.5458,44092,1-1000005447,None,TRUE,FALSE,FALSE,84
140005448,5449,111.111.11.5459,44092,1-1000005448,2,FALSE,TRUE,TRUE,13
140005449,5450,111.111.11.5460,44092,1-1000005449,None,TRUE,TRUE,FALSE,3
140005450,5451,111.111.11.5461,44092,1-1000005450,None,TRUE,TRUE,TRUE,28
140005451,5452,111.111.11.5462,44092,1-1000005451,2,FALSE,FALSE,FALSE,69
140005452,5453,111.111.11.5463,44092,1-1000005452,4+,FALSE,FALSE,FALSE,46
140005453,5454,111.111.11.5464,44092,1-1000005453,1,FALSE,TRUE,FALSE,6
140005454,5455,111.111.11.5465,44092,1-1000005454,4+,TRUE,TRUE,TRUE,70
140005455,5456,111.111.11.5466,44092,1-1000005455,1,FALSE,FALSE,FALSE,30
140005456,5457,111.111.11.5467,44092,1-1000005456,None,FALSE,TRUE,FALSE,63
140005457,5458,111.111.11.5468,44092,1-1000005457,3,FALSE,FALSE,TRUE,18
140005458,5459,111.111.11.5469,44092,1-1000005458,2,FALSE,FALSE,FALSE,48
140005459,5460,111.111.11.5470,44092,1-1000005459,3,FALSE,TRUE,FALSE,92
140005460,5461,111.111.11.5471,44092,1-1000005460,None,FALSE,TRUE,FALSE,38
140005461,5462,111.111.11.5472,44092,1-1000005461,None,FALSE,TRUE,FALSE,2
140005462,5463,111.111.11.5473,44092,1-1000005462,None,FALSE,FALSE,FALSE,89
140005463,5464,111.111.11.5474,44092,1-1000005463,1,TRUE,TRUE,TRUE,83
140005464,5465,111.111.11.5475,44092,1-1000005464,2,FALSE,TRUE,FALSE,20
140005465,5466,111.111.11.5476,44092,1-1000005465,2,TRUE,TRUE,FALSE,3
140005466,5467,111.111.11.5477,44092,1-1000005466,4+,TRUE,TRUE,TRUE,62
140005467,5468,111.111.11.5478,44092,1-1000005467,1,FALSE,FALSE,TRUE,69
140005468,5469,111.111.11.5479,44092,1-1000005468,3,TRUE,TRUE,TRUE,12
140005469,5470,111.111.11.5480,44092,1-1000005469,None,TRUE,FALSE,FALSE,89
140005470,5471,111.111.11.5481,44092,1-1000005470,4+,FALSE,TRUE,TRUE,49
140005471,5472,111.111.11.5482,44092,1-1000005471,3,TRUE,TRUE,FALSE,50
140005472,5473,111.111.11.5483,44092,1-1000005472,4+,FALSE,TRUE,TRUE,30
140005473,5474,111.111.11.5484,44092,1-1000005473,2,TRUE,TRUE,TRUE,35
140005474,5475,111.111.11.5485,44092,1-1000005474,2,FALSE,TRUE,FALSE,92
140005475,5476,111.111.11.5486,44092,1-1000005475,1,FALSE,FALSE,TRUE,27
140005476,5477,111.111.11.5487,44092,1-1000005476,1,TRUE,FALSE,TRUE,25
140005477,5478,111.111.11.5488,44092,1-1000005477,None,FALSE,TRUE,FALSE,71
140005478,5479,111.111.11.5489,44092,1-1000005478,None,TRUE,TRUE,TRUE,2
140005479,5480,111.111.11.5490,44092,1-1000005479,None,TRUE,FALSE,FALSE,54
140005480,5481,111.111.11.5491,44092,1-1000005480,2,FALSE,TRUE,FALSE,56
140005481,5482,111.111.11.5492,44092,1-1000005481,4+,FALSE,TRUE,FALSE,87
140005482,5483,111.111.11.5493,44092,1-1000005482,2,TRUE,TRUE,TRUE,74
140005483,5484,111.111.11.5494,44092,1-1000005483,None,TRUE,FALSE,FALSE,29
140005484,5485,111.111.11.5495,44092,1-1000005484,1,TRUE,TRUE,TRUE,31
140005485,5486,111.111.11.5496,44092,1-1000005485,None,FALSE,TRUE,FALSE,64
140005486,5487,111.111.11.5497,44092,1-1000005486,3,TRUE,FALSE,TRUE,29
140005487,5488,111.111.11.5498,44092,1-1000005487,1,TRUE,TRUE,TRUE,24
140005488,5489,111.111.11.5499,44092,1-1000005488,1,TRUE,FALSE,FALSE,30
140005489,5490,111.111.11.5500,44092,1-1000005489,None,FALSE,FALSE,FALSE,93
140005490,5491,111.111.11.5501,44092,1-1000005490,1,TRUE,TRUE,FALSE,61
140005491,5492,111.111.11.5502,44092,1-1000005491,None,FALSE,FALSE,FALSE,18
140005492,5493,111.111.11.5503,44092,1-1000005492,4+,TRUE,TRUE,FALSE,19
140005493,5494,111.111.11.5504,44092,1-1000005493,4+,TRUE,FALSE,TRUE,82
140005494,5495,111.111.11.5505,44092,1-1000005494,None,TRUE,TRUE,TRUE,16
140005495,5496,111.111.11.5506,44092,1-1000005495,4+,FALSE,FALSE,TRUE,17
140005496,5497,111.111.11.5507,44092,1-1000005496,2,TRUE,FALSE,FALSE,99
140005497,5498,111.111.11.5508,44092,1-1000005497,None,TRUE,FALSE,FALSE,6
140005498,5499,111.111.11.5509,44092,1-1000005498,1,FALSE,TRUE,TRUE,10
140005499,5500,111.111.11.5510,44092,1-1000005499,4+,FALSE,FALSE,TRUE,59
140005500,5501,111.111.11.5511,44092,1-1000005500,4+,FALSE,TRUE,FALSE,6
140005501,5502,111.111.11.5512,44092,1-1000005501,1,TRUE,FALSE,FALSE,20
140005502,5503,111.111.11.5513,44092,1-1000005502,1,TRUE,TRUE,FALSE,37
140005503,5504,111.111.11.5514,44092,1-1000005503,None,FALSE,FALSE,TRUE,30
140005504,5505,111.111.11.5515,44092,1-1000005504,None,FALSE,FALSE,TRUE,3
140005505,5506,111.111.11.5516,44092,1-1000005505,4+,TRUE,TRUE,FALSE,31
140005506,5507,111.111.11.5517,44092,1-1000005506,3,TRUE,FALSE,TRUE,63
140005507,5508,111.111.11.5518,44092,1-1000005507,2,TRUE,TRUE,FALSE,18
140005508,5509,111.111.11.5519,44092,1-1000005508,None,FALSE,TRUE,FALSE,41
140005509,5510,111.111.11.5520,44092,1-1000005509,3,FALSE,FALSE,FALSE,100
140005510,5511,111.111.11.5521,44092,1-1000005510,1,FALSE,TRUE,FALSE,75
140005511,5512,111.111.11.5522,44092,1-1000005511,2,FALSE,FALSE,TRUE,45
140005512,5513,111.111.11.5523,44092,1-1000005512,2,FALSE,TRUE,TRUE,84
140005513,5514,111.111.11.5524,44092,1-1000005513,2,FALSE,FALSE,TRUE,1
140005514,5515,111.111.11.5525,44092,1-1000005514,1,FALSE,TRUE,TRUE,37
140005515,5516,111.111.11.5526,44092,1-1000005515,2,FALSE,TRUE,TRUE,55
140005516,5517,111.111.11.5527,44092,1-1000005516,1,TRUE,FALSE,FALSE,91
140005517,5518,111.111.11.5528,44092,1-1000005517,3,TRUE,FALSE,FALSE,98
140005518,5519,111.111.11.5529,44092,1-1000005518,3,FALSE,TRUE,TRUE,32
140005519,5520,111.111.11.5530,44092,1-1000005519,1,TRUE,TRUE,FALSE,8
140005520,5521,111.111.11.5531,44092,1-1000005520,None,TRUE,TRUE,FALSE,94
140005521,5522,111.111.11.5532,44092,1-1000005521,4+,TRUE,TRUE,FALSE,81
