UserID,UserNo,IP Address,Date Ended,Q1.1. CQC number,Q7.1. Not enough tablet devices for staff to use for this purpose,"Q7.2. Our tablet devices are not good enough (ie they're too old / slow / do not have the right features)",Q7.3. Our tablets are reserved for - or locked down to - other things and cannot be used for remote consultations,(CQC)_Care home beds,(survey)_Q4.1. Current number of devices,Flag 1,Flag 2,Flag 3,Flag 4,Flag 5,Flag 6,Priority,Number of iPads
140005877,5878,111.111.11.5888,44092,1-1000005877,TRUE,FALSE,FALSE,19,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005878,5879,111.111.11.5889,44092,1-1000005878,TRUE,TRUE,FALSE,60,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005879,5880,111.111.11.5890,44092,1-1000005879,FALSE,TRUE,TRUE,21,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005880,5881,111.111.11.5891,44092,1-1000005880,TRUE,FALSE,TRUE,79,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005881,5882,111.111.11.5892,44092,1-1000005881,TRUE,TRUE,FALSE,13,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005882,5883,111.111.11.5893,44092,1-1000005882,TRUE,TRUE,FALSE,57,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005883,5884,111.111.11.5894,44092,1-1000005883,TRUE,FALSE,TRUE,95,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005884,5885,111.111.11.5895,44092,1-1000005884,FALSE,FALSE,FALSE,70,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005885,5886,111.111.11.5896,44092,1-1000005885,FALSE,TRUE,TRUE,54,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005886,5887,111.111.11.5897,44092,1-1000005886,TRUE,FALSE,FALSE,19,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005887,5888,111.111.11.5898,44092,1-1000005887,TRUE,TRUE,FALSE,51,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005888,5889,111.111.11.5899,44092,1-1000005888,FALSE,TRUE,FALSE,84,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005889,5890,111.111.11.5900,44092,1-1000005889,FALSE,TRUE,FALSE,43,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005890,5891,111.111.11.5901,44092,1-1000005890,TRUE,TRUE,FALSE,91,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005891,5892,111.111.11.5902,44092,1-1000005891,TRUE,TRUE,TRUE,79,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005892,5893,111.111.11.5903,44092,1-1000005892,TRUE,FALSE,TRUE,41,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005893,5894,111.111.11.5904,44092,1-1000005893,TRUE,FALSE,TRUE,64,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005894,5895,111.111.11.5905,44092,1-1000005894,FALSE,FALSE,TRUE,43,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005895,5896,111.111.11.5906,44092,1-1000005895,TRUE,TRUE,FALSE,32,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005896,5897,111.111.11.5907,44092,1-1000005896,TRUE,TRUE,FALSE,16,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005897,5898,111.111.11.5908,44092,1-1000005897,FALSE,FALSE,FALSE,74,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005898,5899,111.111.11.5909,44092,1-1000005898,FALSE,FALSE,FALSE,11,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005899,5900,111.111.11.5910,44092,1-1000005899,TRUE,TRUE,FALSE,88,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005900,5901,111.111.11.5911,44092,1-1000005900,FALSE,FALSE,TRUE,69,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005901,5902,111.111.11.5912,44092,1-1000005901,TRUE,FALSE,TRUE,3,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005902,5903,111.111.11.5913,44092,1-1000005902,TRUE,TRUE,FALSE,51,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005903,5904,111.111.11.5914,44092,1-1000005903,TRUE,TRUE,TRUE,29,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005904,5905,111.111.11.5915,44092,1-1000005904,TRUE,TRUE,TRUE,16,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005905,5906,111.111.11.5916,44092,1-1000005905,TRUE,FALSE,TRUE,16,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005906,5907,111.111.11.5917,44092,1-1000005906,TRUE,TRUE,FALSE,67,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005907,5908,111.111.11.5918,44092,1-1000005907,FALSE,TRUE,TRUE,72,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005908,5909,111.111.11.5919,44092,1-1000005908,TRUE,FALSE,TRUE,92,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005909,5910,111.111.11.5920,44092,1-1000005909,TRUE,TRUE,FALSE,37,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005910,5911,111.111.11.5921,44092,1-1000005910,FALSE,TRUE,FALSE,18,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005911,5912,111.111.11.5922,44092,1-1000005911,TRUE,TRUE,FALSE,9,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005912,5913,111.111.11.5923,44092,1-1000005912,TRUE,FALSE,FALSE,84,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005913,5914,111.111.11.5924,44092,1-1000005913,FALSE,FALSE,TRUE,8,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005914,5915,111.111.11.5925,44092,1-1000005914,TRUE,FALSE,FALSE,56,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005915,5916,111.111.11.5926,44092,1-1000005915,TRUE,FALSE,FALSE,56,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005916,5917,111.111.11.5927,44092,1-1000005916,TRUE,FALSE,FALSE,80,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005917,5918,111.111.11.5928,44092,1-1000005917,FALSE,FALSE,TRUE,39,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005918,5919,111.111.11.5929,44092,1-1000005918,FALSE,TRUE,TRUE,94,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005919,5920,111.111.11.5930,44092,1-1000005919,TRUE,TRUE,FALSE,82,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005920,5921,111.111.11.5931,44092,1-1000005920,TRUE,TRUE,FALSE,62,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005921,5922,111.111.11.5932,44092,1-1000005921,TRUE,FALSE,FALSE,19,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005922,5923,111.111.11.5933,44092,1-1000005922,FALSE,FALSE,FALSE,91,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005923,5924,111.111.11.5934,44092,1-1000005923,FALSE,FALSE,FALSE,54,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005924,5925,111.111.11.5935,44092,1-1000005924,FALSE,FALSE,TRUE,24,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005925,5926,111.111.11.5936,44092,1-1000005925,TRUE,FALSE,FALSE,90,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005926,5927,111.111.11.5937,44092,1-1000005926,TRUE,FALSE,FALSE,90,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005927,5928,111.111.11.5938,44092,1-1000005927,TRUE,FALSE,FALSE,34,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005928,5929,111.111.11.5939,44092,1-1000005928,FALSE,FALSE,FALSE,48,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005929,5930,111.111.11.5940,44092,1-1000005929,FALSE,FALSE,FALSE,6,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005930,5931,111.111.11.5941,44092,1-1000005930,TRUE,FALSE,TRUE,82,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005931,5932,111.111.11.5942,44092,1-1000005931,TRUE,TRUE,FALSE,36,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005932,5933,111.111.11.5943,44092,1-1000005932,TRUE,FALSE,TRUE,54,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005933,5934,111.111.11.5944,44092,1-1000005933,TRUE,FALSE,FALSE,69,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005934,5935,111.111.11.5945,44092,1-1000005934,TRUE,TRUE,FALSE,4,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005935,5936,111.111.11.5946,44092,1-1000005935,TRUE,TRUE,FALSE,31,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005936,5937,111.111.11.5947,44092,1-1000005936,FALSE,TRUE,FALSE,48,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005937,5938,111.111.11.5948,44092,1-1000005937,FALSE,TRUE,FALSE,20,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005938,5939,111.111.11.5949,44092,1-1000005938,TRUE,TRUE,TRUE,63,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005939,5940,111.111.11.5950,44092,1-1000005939,FALSE,TRUE,TRUE,96,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005940,5941,111.111.11.5951,44092,1-1000005940,TRUE,FALSE,TRUE,41,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005941,5942,111.111.11.5952,44092,1-1000005941,TRUE,FALSE,TRUE,18,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005942,5943,111.111.11.5953,44092,1-1000005942,TRUE,FALSE,FALSE,68,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005943,5944,111.111.11.5954,44092,1-1000005943,FALSE,FALSE,FALSE,97,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005944,5945,111.111.11.5955,44092,1-1000005944,FALSE,TRUE,FALSE,76,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005945,5946,111.111.11.5956,44092,1-1000005945,TRUE,TRUE,FALSE,16,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005946,5947,111.111.11.5957,44092,1-1000005946,TRUE,FALSE,TRUE,43,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005947,5948,111.111.11.5958,44092,1-1000005947,TRUE,FALSE,TRUE,17,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005948,5949,111.111.11.5959,44092,1-1000005948,TRUE,FALSE,TRUE,70,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005949,5950,111.111.11.5960,44092,1-1000005949,FALSE,FALSE,FALSE,55,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140005950,5951,111.111.11.5961,44092,1-1000005950,FALSE,TRUE,FALSE,16,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005951,5952,111.111.11.5962,44092,1-1000005951,TRUE,FALSE,FALSE,0,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005952,5953,111.111.11.5963,44092,1-1000005952,FALSE,TRUE,FALSE,40,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005953,5954,111.111.11.5964,44092,1-1000005953,TRUE,TRUE,TRUE,4,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005954,5955,111.111.11.5965,44092,1-1000005954,FALSE,FALSE,FALSE,73,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005955,5956,111.111.11.5966,44092,1-1000005955,FALSE,TRUE,TRUE,25,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005956,5957,111.111.11.5967,44092,1-1000005956,TRUE,TRUE,TRUE,78,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005957,5958,111.111.11.5968,44092,1-1000005957,TRUE,FALSE,FALSE,7,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005958,5959,111.111.11.5969,44092,1-1000005958,TRUE,FALSE,TRUE,6,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005959,5960,111.111.11.5970,44092,1-1000005959,FALSE,FALSE,TRUE,34,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005960,5961,111.111.11.5971,44092,1-1000005960,TRUE,TRUE,FALSE,8,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005961,5962,111.111.11.5972,44092,1-1000005961,FALSE,FALSE,TRUE,35,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005962,5963,111.111.11.5973,44092,1-1000005962,FALSE,TRUE,FALSE,29,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005963,5964,111.111.11.5974,44092,1-1000005963,FALSE,TRUE,FALSE,12,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005964,5965,111.111.11.5975,44092,1-1000005964,TRUE,TRUE,TRUE,99,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005965,5966,111.111.11.5976,44092,1-1000005965,TRUE,TRUE,FALSE,23,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005966,5967,111.111.11.5977,44092,1-1000005966,FALSE,FALSE,FALSE,74,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005967,5968,111.111.11.5978,44092,1-1000005967,TRUE,FALSE,FALSE,60,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005968,5969,111.111.11.5979,44092,1-1000005968,TRUE,TRUE,FALSE,75,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005969,5970,111.111.11.5980,44092,1-1000005969,TRUE,FALSE,FALSE,3,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005970,5971,111.111.11.5981,44092,1-1000005970,FALSE,TRUE,FALSE,29,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005971,5972,111.111.11.5982,44092,1-1000005971,TRUE,FALSE,FALSE,91,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005972,5973,111.111.11.5983,44092,1-1000005972,FALSE,TRUE,TRUE,19,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005973,5974,111.111.11.5984,44092,1-1000005973,FALSE,FALSE,TRUE,82,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005974,5975,111.111.11.5985,44092,1-1000005974,FALSE,FALSE,FALSE,25,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005975,5976,111.111.11.5986,44092,1-1000005975,TRUE,TRUE,TRUE,76,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005976,5977,111.111.11.5987,44092,1-1000005976,TRUE,FALSE,TRUE,15,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005977,5978,111.111.11.5988,44092,1-1000005977,FALSE,FALSE,FALSE,73,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005978,5979,111.111.11.5989,44092,1-1000005978,FALSE,TRUE,FALSE,1,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005979,5980,111.111.11.5990,44092,1-1000005979,FALSE,TRUE,FALSE,69,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140005980,5981,111.111.11.5991,44092,1-1000005980,TRUE,TRUE,FALSE,41,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005981,5982,111.111.11.5992,44092,1-1000005981,TRUE,FALSE,FALSE,39,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005982,5983,111.111.11.5993,44092,1-1000005982,FALSE,FALSE,TRUE,17,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005983,5984,111.111.11.5994,44092,1-1000005983,FALSE,TRUE,TRUE,29,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005984,5985,111.111.11.5995,44092,1-1000005984,TRUE,FALSE,FALSE,2,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005985,5986,111.111.11.5996,44092,1-1000005985,FALSE,FALSE,FALSE,14,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005986,5987,111.111.11.5997,44092,1-1000005986,TRUE,FALSE,TRUE,48,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005987,5988,111.111.11.5998,44092,1-1000005987,TRUE,TRUE,TRUE,26,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140005988,5989,111.111.11.5999,44092,1-1000005988,FALSE,TRUE,FALSE,18,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005989,5990,111.111.11.6000,44092,1-1000005989,TRUE,FALSE,FALSE,47,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005990,5991,111.111.11.6001,44092,1-1000005990,FALSE,TRUE,FALSE,7,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005991,5992,111.111.11.6002,44092,1-1000005991,TRUE,TRUE,FALSE,31,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005992,5993,111.111.11.6003,44092,1-1000005992,FALSE,TRUE,FALSE,54,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140005993,5994,111.111.11.6004,44092,1-1000005993,FALSE,TRUE,FALSE,15,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140005994,5995,111.111.11.6005,44092,1-1000005994,FALSE,TRUE,FALSE,83,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005995,5996,111.111.11.6006,44092,1-1000005995,TRUE,FALSE,TRUE,62,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005996,5997,111.111.11.6007,44092,1-1000005996,FALSE,FALSE,TRUE,20,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005997,5998,111.111.11.6008,44092,1-1000005997,FALSE,TRUE,FALSE,7,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140005998,5999,111.111.11.6009,44092,1-1000005998,TRUE,TRUE,FALSE,49,0,More than 40 Residents,No current devices,,,,,Priority One,2
140005999,6000,111.111.11.6010,44092,1-1000005999,TRUE,FALSE,TRUE,54,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140006000,6001,111.111.11.6011,44092,1-1000006000,TRUE,FALSE,TRUE,6,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140006001,6002,111.111.11.6012,44092,1-1000006001,FALSE,TRUE,FALSE,71,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140006002,6003,111.111.11.6013,44092,1-1000006002,FALSE,TRUE,TRUE,89,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140006003,6004,111.111.11.6014,44092,1-1000006003,FALSE,FALSE,FALSE,23,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006004,6005,111.111.11.6015,44092,1-1000006004,FALSE,FALSE,TRUE,25,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140006005,6006,111.111.11.6016,44092,1-1000006005,TRUE,FALSE,FALSE,1,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006006,6007,111.111.11.6017,44092,1-1000006006,TRUE,TRUE,TRUE,23,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006007,6008,111.111.11.6018,44092,1-1000006007,TRUE,FALSE,TRUE,4,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006008,6009,111.111.11.6019,44092,1-1000006008,TRUE,FALSE,FALSE,23,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006009,6010,111.111.11.6020,44092,1-1000006009,TRUE,TRUE,TRUE,28,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006010,6011,111.111.11.6021,44092,1-1000006010,TRUE,TRUE,FALSE,42,0,More than 40 Residents,No current devices,,,,,Priority One,2
140006011,6012,111.111.11.6022,44092,1-1000006011,TRUE,TRUE,TRUE,77,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006012,6013,111.111.11.6023,44092,1-1000006012,FALSE,FALSE,FALSE,23,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140006013,6014,111.111.11.6024,44092,1-1000006013,FALSE,TRUE,FALSE,19,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140006014,6015,111.111.11.6025,44092,1-1000006014,FALSE,FALSE,FALSE,35,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006015,6016,111.111.11.6026,44092,1-1000006015,FALSE,FALSE,FALSE,26,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006016,6017,111.111.11.6027,44092,1-1000006016,FALSE,FALSE,TRUE,48,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140006017,6018,111.111.11.6028,44092,1-1000006017,FALSE,TRUE,TRUE,94,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006018,6019,111.111.11.6029,44092,1-1000006018,TRUE,TRUE,FALSE,59,0,More than 40 Residents,No current devices,,,,,Priority One,2
140006019,6020,111.111.11.6030,44092,1-1000006019,TRUE,FALSE,TRUE,91,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140006020,6021,111.111.11.6031,44092,1-1000006020,FALSE,TRUE,FALSE,86,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006021,6022,111.111.11.6032,44092,1-1000006021,FALSE,FALSE,FALSE,13,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006022,6023,111.111.11.6033,44092,1-1000006022,FALSE,TRUE,FALSE,75,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006023,6024,111.111.11.6034,44092,1-1000006023,TRUE,TRUE,TRUE,26,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006024,6025,111.111.11.6035,44092,1-1000006024,TRUE,FALSE,FALSE,77,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006025,6026,111.111.11.6036,44092,1-1000006025,TRUE,FALSE,FALSE,50,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006026,6027,111.111.11.6037,44092,1-1000006026,TRUE,FALSE,TRUE,6,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006027,6028,111.111.11.6038,44092,1-1000006027,FALSE,FALSE,TRUE,92,0,More than 40 Residents,No current devices,,,,,Priority One,2
140006028,6029,111.111.11.6039,44092,1-1000006028,TRUE,FALSE,FALSE,73,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140006029,6030,111.111.11.6040,44092,1-1000006029,TRUE,FALSE,FALSE,51,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006030,6031,111.111.11.6041,44092,1-1000006030,TRUE,TRUE,FALSE,3,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140006031,6032,111.111.11.6042,44092,1-1000006031,TRUE,TRUE,FALSE,89,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006032,6033,111.111.11.6043,44092,1-1000006032,TRUE,FALSE,TRUE,30,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140006033,6034,111.111.11.6044,44092,1-1000006033,FALSE,FALSE,FALSE,60,0,More than 40 Residents,No current devices,,,,,Priority One,2
140006034,6035,111.111.11.6045,44092,1-1000006034,FALSE,FALSE,TRUE,8,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006035,6036,111.111.11.6046,44092,1-1000006035,TRUE,TRUE,TRUE,39,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140006036,6037,111.111.11.6047,44092,1-1000006036,FALSE,FALSE,FALSE,55,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006037,6038,111.111.11.6048,44092,1-1000006037,FALSE,FALSE,TRUE,0,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006038,6039,111.111.11.6049,44092,1-1000006038,TRUE,TRUE,TRUE,38,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006039,6040,111.111.11.6050,44092,1-1000006039,FALSE,FALSE,FALSE,41,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006040,6041,111.111.11.6051,44092,1-1000006040,FALSE,TRUE,FALSE,68,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140006041,6042,111.111.11.6052,44092,1-1000006041,TRUE,TRUE,FALSE,50,0,More than 40 Residents,No current devices,,,,,Priority One,2
140006042,6043,111.111.11.6053,44092,1-1000006042,FALSE,FALSE,TRUE,9,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140006043,6044,111.111.11.6054,44092,1-1000006043,TRUE,FALSE,TRUE,24,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140006044,6045,111.111.11.6055,44092,1-1000006044,FALSE,TRUE,TRUE,63,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140006045,6046,111.111.11.6056,44092,1-1000006045,FALSE,FALSE,FALSE,84,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
